simple_player,improved_player,2,1,0
improved_player,simple_player,2,1,0
simple_player,improved_player,10,1,0
improved_player,simple_player,10,0,1
simple_player,improved_player,50,0.5,0.5
improved_player,simple_player,50,0.5,0.5
